generation,individual_id,Gap,Polearc,Mag_th,Bs0,AvgTorque,TorqueRipple,AvgEfficiency,is_valid
2,22,0.856386,0.747204,3.927831,2.116395,4.07843909075097,18.037490085833888,92.3708000078237,1
2,23,0.856386,0.747204,3.927831,2.116395,4.07843909075097,18.037490085833888,92.3708000078237,1
2,24,0.840274,0.761908,3.038771,2.268143,3.90823067186911,15.518070860003796,90.6532066194329,1
2,25,0.609527,0.72506,3.770976,1.655868,3.70814930197374,45.83470959115055,93.3945641405553,1
2,26,0.609527,0.72506,3.770976,1.655868,3.70814930197374,45.83470959115055,93.3945641405553,1
2,27,0.606865,0.726589,3.770976,1.655868,3.69284638198974,44.9320904429861,93.3535867706719,1
2,28,0.924782,0.682261,3.668833,1.68097,4.55885801658287,36.522572540524386,91.9927431668133,1
2,29,0.75219,0.735875,3.164111,1.739497,3.89212873502782,24.04142189889928,92.2761986097549,1
2,30,0.962313,0.765782,4.150752,3.064525,4.13886756639846,27.963883876850893,90.7053635312755,1
2,31,0.967853,0.662413,3.770976,2.339671,4.83046905743574,39.41783449882786,91.3406413351507,1
2,32,0.673622,0.729534,3.821555,2.297939,3.77210677157467,55.55900055722943,92.9396095024038,1
2,33,0.975153,0.706129,4.031281,2.686001,4.62970277888507,50.72882049361451,92.6721009101179,1
2,34,0.917092,0.695547,2.740174,2.066219,4.23015545544061,35.395036699634154,89.4905230731133,1
2,35,0.855299,0.747204,3.927831,1.52027,4.08096659589622,32.74215603669352,92.6866766198882,1
2,36,0.708549,0.735832,3.164111,1.739497,3.81168327555663,26.654710569033362,92.4854522218834,1
2,37,0.85637,0.747204,3.055577,2.267829,4.0135323975628,22.819265794667114,91.0574808023262,1
2,38,0.917092,0.695547,2.740174,2.066219,4.23015545544061,35.395036699634154,89.4905230731133,1
2,39,0.68091,0.662415,3.83974,2.296781,4.24831362603062,57.909581122273245,93.1756273891638,1
2,40,0.834727,0.761908,2.788156,1.936757,3.85315903544024,21.54686518461136,90.132792340362,1
2,41,0.527551,0.668782,4.183927,2.240079,3.89384428388501,82.3329429177393,93.6656054759028,1
2,42,0.571417,0.725067,3.372021,1.666303,3.61002627702152,46.414871661497926,93.3211282984225,1
2,43,0.62526,0.652019,4.090424,2.935483,4.25406585108608,77.68042323810829,93.2556498154088,1
2,44,0.771907,0.760891,2.814292,2.196697,3.74655739713234,18.306232117965695,90.5373897871924,1
2,45,0.745424,0.760752,2.814292,2.194,3.70202106378521,19.91399432778709,90.6748871070527,1
2,46,0.603947,0.665866,4.399809,2.007051,4.11603233614519,71.02737835229935,93.614891714328,1
2,47,0.530214,0.667254,4.183927,2.240079,3.90279565170924,79.74420396646133,93.6357438678634,1
3,0,0.976163,0.651124,4.092651,2.935333,5.07291368855681,57.87336142349552,91.3792667795842,1
3,1,0.975324,0.65678,4.153051,2.694862,5.01110406782499,47.909669392201835,91.7681709981322,1
3,2,0.975153,0.656643,4.031281,2.686001,4.97857041491688,47.174056332548645,92.6721009101179,1
3,3,0.958108,0.665866,4.15211,3.046813,4.94536986926104,45.025284278877784,92.2466130071028,1
3,4,0.966587,0.657097,4.328975,1.854329,4.94033903657611,39.07044776735928,91.9674676792453,1
3,5,0.967853,0.666757,3.986405,2.342736,4.85545827230251,38.753519368694036,91.922145502266,1
3,6,0.966587,0.670109,4.328975,1.880823,4.85317530821714,36.23921054365527,92.4876762243135,1
3,7,0.931324,0.677478,3.725669,1.68097,4.60744847121438,34.860213631902525,91.9248434229869,1
3,8,0.91293,0.695196,3.927831,2.062708,4.53157422592924,46.79438809973499,92.8122459387366,1
3,9,0.78635,0.677899,4.324901,2.87681,4.45108844703612,45.70091907527092,93.5577793332235,1
3,10,0.78635,0.677384,3.467153,2.87681,4.35346877086445,41.18614623210255,92.5652827048485,1
3,11,0.78635,0.677384,3.466805,2.87681,4.35339967662892,41.18443950036102,92.5646206915249,1
3,12,0.78635,0.677384,3.466805,2.87681,4.35339967662881,41.184439500357925,92.5646206915268,1
3,13,0.78635,0.677384,3.467153,2.79393,4.34875781229121,41.038387370239974,92.5696039363408,1
3,14,0.950408,0.74284,4.492521,1.690977,4.30989317651636,25.60162504230739,92.849888425957,1
3,15,0.93404,0.74284,3.793775,1.578391,4.25984104439214,23.94624161326164,92.3605419090761,1
3,16,0.728887,0.687756,4.490319,3.264194,4.23157245527846,66.33664278635159,93.6268490430243,1
3,17,0.843923,0.729285,3.875744,1.530471,4.16325287749778,23.754676607994185,93.0223216457248,1
3,18,0.842747,0.729285,3.875744,1.530471,4.16056648730738,23.51658546270203,93.0252221126345,1
3,19,0.668589,0.678415,3.993218,2.922159,4.14518587294719,54.90457418751497,93.6687541734259,1
3,20,0.668589,0.678415,3.993218,2.932367,4.14151510082185,54.80371486268072,93.6711259604981,1
3,21,0.856386,0.742448,3.927831,2.116395,4.11070792876809,17.895896750605957,92.3708000078237,1
3,22,0.840274,0.761908,3.038771,2.268143,3.90823067186911,15.518070860003796,90.6532066194329,1
3,23,0.645292,0.72506,3.748126,1.655868,3.7846548592122,41.44199534028025,93.3902677240172,1
